CoopLink,Age,Title,Author,Price,Picture
https://www.semcoop.com/who-were-tuskegee-airmen,Early Reader,Who Were the Tuskegee Airmen?,Sherri L Smith,$5.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780399541940.jpg
https://www.semcoop.com/ingram-0?isbn=9780358003199,Middle Grade,Winterborne Home for Vengeance and Valor,Ally Carter,$16.99,https://library.herkserver.com/i/800-035-978-3199.jpg
https://www.semcoop.com/woke,Middle Grade,Woke,Mahogany L Browne,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781250311207.jpg
https://www.semcoop.com/wonder,Middle Grade,Wonder,R J Palacio,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780375869020.jpg
https://www.semcoop.com/ingram-0?isbn=9781478869542,Picture Book,Woodpecker Girl,I-Tsun Chinag,$17.95,https://library.herkserver.com/i/886-147-978-9542.jpg
https://www.semcoop.com/wreck-journal-0,Elementary,Wreck This Journal,Keri Smith,$15.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780399161940.jpg
https://www.semcoop.com/you-matter,Picture Book,You Matter,Christian Robinson,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781534421691.jpg
https://www.semcoop.com/you-should-see-me-crown,Middle Grade,You Should See Me in a Crown,Leah Johnson,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781338503265.jpg
https://www.semcoop.com/your-place-universe,Early Reader,Your Place in the Universe,Jason Chin,$18.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780823446230.jpg
https://www.semcoop.com/beartown-novel,Adult,Beartown: A Novel,Fredrik Backman,$17.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781501160776.jpg
https://www.semcoop.com/ingram-0?isbn=9781101938126,Middle Grade,List of Things That Will Not Change,Rebecca Stead,$7.99,https://library.herkserver.com/i/193-110-978-8126.jpg
https://www.semcoop.com/motherhood-so-white-memoir-race-gender-and-parenting-america,Adult,"Motherhood So White: A Memoir of Race, Gender, and Parenting in America",Nefertiti Austin,$25.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781492679011.jpg
https://www.semcoop.com/twenty-one-balloons-0,Middle Grade,Twenty-one Balloons,William Pene Du Bois,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780142403303.jpg
https://www.semcoop.com/circus-mirandus-0,Middle Grade,Circus Mirandus,Cassie Beasley,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780147515544.jpg
https://www.semcoop.com/under-my-hijab,picture book,Under My Hijab,Hena Khan,$18.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781620147924.jpg
https://www.semcoop.com/all-light-we-cannot-see,Adult,ALL THE LIGHT WE CANNOT SEE,ANTHONY DOERR,$27.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781476746586.jpg
https://www.semcoop.com/ingram-0?isbn=9781328596307,Young Adult,Booked,Kwame Alexander,$8.99,https://library.herkserver.com/i/859-132-978-6307.jpg
https://www.semcoop.com/barkskins,Adult,Barkskins,Annie Proulx,$32.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780743288781.jpg
https://www.semcoop.com/skyward-0,Young Adult,Skyward,Brandon Sanderson,$11.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780399555800.jpg
https://www.semcoop.com/ingram-0?isbn=9780553510614,Picture Book,"Dear Santa, Love, Rachel Rosenstein",Andrea Troyer,$17.99,https://library.herkserver.com/i/351-055-978-0614.jpg
https://www.semcoop.com/dragon-rider,Middle Grade,Dragon Rider,Cornelia Funke,$9.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780545316484.jpg
https://www.semcoop.com/untitled-memoir-0,Adult,Know my Name: A Memoir,Chanel Miller,$28.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780735223707.jpg
https://www.semcoop.com/hobbit-0,Middle Grade,The Hobbit,J R R Tolkien,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780547928227.jpg
https://www.semcoop.com/eye-world,adult,The Eye of the World,Robert Jordan,$9.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780812511819.jpg
https://www.semcoop.com/new-day,picture book,A New Day,Brad Meltzer,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780525554240.jpg
https://www.semcoop.com/penderwicksa-summer-tale-four-sisters-two-rabbits-and-very-interesting-boy,middle grade,The Penderwicks (Penderwicks),Jeanne Birdsall,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780440420477.jpg
https://www.semcoop.com/dictionary-lost-words,adult,The Dictionary of Lost Words,Pip Williams,$28.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780593160190.jpg
https://www.semcoop.com/ingram-0?isbn=9780316002578,middle grade,Every Soul a Star,Wendy Mass,$8.99,https://library.herkserver.com/i/600-031-978-2578.jpg
https://www.semcoop.com/ingram-0?isbn=9781338166972,picture book,Sun Is Kind of a Big Deal,Nick Seluk,$17.99,https://library.herkserver.com/i/816-133-978-6972.jpg
https://www.semcoop.com/wild-swansthree-daughters-china,Adult,Wild Swans:Three Daughters of China,Jung Chang,$20.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780743246989.jpg
https://www.semcoop.com/loter%C3%ADa,middle grade,Loteria,Karla Arenas Valenti,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780593176962.jpg
https://www.semcoop.com/magic-misfits-fourth-suit-0,middle grade,The Magic Misfits: The Fourth Suit,Neil Patrick Harris,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780316391924.jpg
https://www.semcoop.com/anxious-people-0,adult,Anxious People,Fredrik Backman,$17.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781501160844.jpg
https://www.semcoop.com/planting-stories-life-librarian-and-storyteller-pura-belpr%C3%A3%C2%A9,picture book,Planting Stories: The Life of Librarian and Storyteller Pura Belpré,Anika Aldamuy Denise,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062748683.jpg
https://www.semcoop.com/all-boys-ive-loved-1,Young Adult,To All the Boys I've Loved Before,Jenny Han,$10.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781534438378.jpg
https://www.semcoop.com/ingram-0?isbn=9781547602285,middle grade,Stolen Science,Ella Schwartz,$21.99,https://library.herkserver.com/i/760-154-978-2285.jpg
https://www.semcoop.com/phantom-tollbooth,middle grade,The Phantom Tollbooth,Norton Juster,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780394820378.jpg
https://www.semcoop.com/peter-ernesto-tale-two-sloths,adult,Peter & Ernesto: A Tale of Two Sloths,Graham Annable,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781626725614.jpg
https://www.semcoop.com/inventing-ourselves-secret-life-teenage-brain-0,picture book,Inventing Ourselves: The Secret Life of the Teenage Brain,Sarah-Jayne Blakemore,$15.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781541742741.jpg
https://www.semcoop.com/your-name-song,Young Adult,Your Name Is a Song,Jamilah Thompkins-Bigelow,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781943147724.jpg
https://www.semcoop.com/palaces-people-how-social-infrastructure-can-help-fight-inequality-polarization-and-decline-civic-li,adult,"Palaces for the People: How Social Infrastructure Can Help Fight Inequality, Polarization, and the Decline of Civic Life",Eric Klinenberg,$28.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781524761165.jpg
https://www.semcoop.com/ingram-0?isbn=9780593127568,elementary,Kids of Cattywampus Street,Lisa Jahn-Clough,$16.99,https://library.herkserver.com/i/312-059-978-7568.jpg
https://www.semcoop.com/fifth-risk-undoing-democracy-1,middle grade,The Fifth Risk: Undoing Democracy,Michael Lewis,$16.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780393357455.jpg
https://www.semcoop.com/chick-and-brain-smell-my-foot,early reader,Chick and Brain: Smell My Foot!,Cece Bell,$12.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780763679361.jpg
https://www.semcoop.com/when-you-trap-tiger,adult,When You Trap a Tiger,Tae Keller,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781524715700.jpg
https://www.semcoop.com/black-boy-joy,elementary,Black Boy Joy,Kwame Mbalia,$16.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780593379936.jpg
https://www.semcoop.com/week-without-tuesday,adult,A Week without Tuesday,Angelica Banks,$7.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781250104229.jpg
https://www.semcoop.com/begin-again-1,early reader,Begin Again,Eddie S Glaude,$17.00,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780525575337.jpg
https://www.semcoop.com/king-and-dragonflies,middle grade,King and the Dragonflies,Kacen Callender,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781338129335.jpg
https://www.semcoop.com/finding-winnie-true-story-worlds-most-famous-bear,picture book,Finding Winnie : The True Story of the World's Most Famous Bear,Lindsay Mattick,$18.99,https://upload.wikimedia.org/wikipedia/en/a/aa/Finding_Winnie.jpg
https://www.semcoop.com/float-1,middle grade,Float,Laura Martin,$6.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062803788.jpg
https://www.semcoop.com/annies-adventures,adult,Annie's Adventures,Lauren Baratz-Logsted,$5.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780547053387.jpg
https://www.semcoop.com/wizards-guide-defensive-baking,middle grade,Wizard's Guide to Defensive Baking,T Kingfisher,$14.95,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781614505242.jpg
https://www.semcoop.com/bodies-are-cool,picture book,Bodies Are Cool,Tyler Feder,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780593112625.jpg
https://www.semcoop.com/long-walk-waterbased-true-story,middle grade,A Long Walk to Water:Based on a True Story,Linda Sue Park,$8.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780547577319.jpg
https://www.semcoop.com/tea-dragon-society-0,adult,The Tea Dragon Society,Katie O'Neill,$9.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9781620107379.jpg
https://www.semcoop.com/eyes-kiss-corners,middle grade,Eyes That Kiss in the Corners,Joanna Ho,$17.99,https://www.semcoop.com/sites/www.semcoop.com/files/imagecache/product/isbn_images/9780062915627.jpg
